label,sentence
0,"Dobré uspořádání lednice, velký šuplík na zeleninu. Povrch nad očekávání opravdu anti-fingerprint, otisky zůstávají jen po upatlaných dětských rukách"
1,Malý zasobník na vodu . velká spotřeba vody
1,Nastavení pro někoho možná komplikovanější
1,"Po zapnutí do sítě lednice nešla záruční opravu. Jsem nahlásil 11.8. a opravář přijel po několika urgencích včera,. Kolem 17.30. dle sdělení opraváře v lednici nebylo žádné chladící médium, po opravě bez problémů"
1,"Pracovní okruh 5m, ale v malém vytě postačuje"
0,Rotace koleček do všech stran
0,Funguje dle našeho přání
0,"Velký výběr, kvalita, technické parametry pro výběr"
0,"Při výkonu motoru pochopitelně trochu hlučnější,dá se přežít"
1,Šlehač do ruky dost těžký
1,Pořád  se čsítí a vyplachuje
0,Možnost přidat prádlo i v průběhu praní. Dostatečná nabídka pracích programů. Možnost u některých programů volit částečně teplotu a otáčky. Pračka je spíš určena pro středně náročné uživatele. Funguje víceméně tak jak jsme očekávali. Hodí se pro časté praní
1,"Krátký elektrický kabel, nutno dokoupit prodlužovací kabel, délka je asi jen jeden metr"
0,"Snadná obsluha, výborné capucino"
0,"Kvalitní provedení, minimální hlučnost, nízká spotřeba energie, přehledné a logické uspořádání"
1,"Terčík na stlačování kávy je nadbytečný, lze to snadno provést plnicí odměrkou. jemně mletá káva ulpívá na terčíku a zbytečně musí být odstraňována"
0,Dobrá kvalita za výhodnou cenu
0,"Zatím jedno vysávání, ale příjemná změna. prach jde lehce vysypat a lze rychle pokračovat"
1,"Měkká šlehací metla zvládá pouze žloutky, sníh a velmi lehká těsta typu na palačinky"
1,"Extra hlučný, hubice na čalounění se musí dokoupit zvlášť"
1,"Nerozmixuje to zrníčka z jablka, z melounu. Po mixování melounu je i po několikerém vymytí nádobku pořád cítit"
1,Snad jen že úzký nástavec do užších míst je krátký
1,"Hlasitost signalizace by mohla být regulovatelná, naštěstí jde vypnout. Udávaný rozměr hloubky 44cm - je nutné přičíst ještě koleno přívodní hadice s vodou (cca 2cm) plus několik cm vstupující čelo lednice. Lze podstavit pod desku"
1,Otočný knoflík (volba množství vody na šálek) časem začne zlobit
1,Poměrně dlouhé cykly (i přes 4 hod.)
0,Dlouhá výdrž nabití baterie na jedno nabití.asi 70. min. Velmi snadné ovládání směru vysávání. Světlo na vysávací hlavici. Super vysává lino i koberec.nezůstávájí nečistoty po vysávání. Možnost sklopení rukojeti.vysavač pak zabere malý prostor.po sklopení ho máme v kuchyňské lince. Vysavač je dva v jednom.podlahový a ruční
1,"Na latte a podobné kávičky jsou použity 2kelímky. škoda, že není mléko v jednom :("
0,"Dobře saje, je lehký a silný"
1,"Páru lze přidat jen u některých programů, totéž platí o teplotě a otáčkách, většina programů jede max na 1000 ot/min"
0,Měla jsem předchozí verzi a byla jsem s ní velice spokojena
1,Pouze jedna rychlost sekání
0,Líbí se mi a má dvě lahve je perfektní
1,"Už bych si ho nekoupila, raději ruční struhadlo"
1,"Pouze v bile barve, vic by se mi hodila cerna. Na kovovych detailech zustavaji znat otisky prstu. Plocha na salky se fakt rychle odre, ale nejsem puntickar, tak mi to tolik nevadi a pocitala jsem s tim. Maximalni mnozstvi objemu kavy pres me nastaveni je jen 180 ml, ja bych klidne uzila i 220 ml. Zjistila jsem, ze si nutne musim dokoupit salky a sklenky na latte, aby napoje bylo tak akorat a nestrasil v poloprazdnem salku nebo naopak nepretekal z hrnku, kdyz si delam latte. Uvitala bych, kdyby v navodu byla srovnavaci tabulka pro jednotlive napoje, kolik pusti mleka a kavy pro latte, flat white, macchiato takhle jsem si musela udelat od kazdeho napoje jeden a pak porovnavat sama"
0,Dostatek nádob v základní sadě
1,Držák omyvatelného boxu se plete s držákem vysavače
0,Stálý výkon sání v průběhu celého vysávání
1,"Oproti předešlé dost hlučná+různé pazvukydveře jdou otvírat dost ztěžka, což způsobuje občas rozlití např. otevřené krabice mléka ve dveřích. boxy v mrazáku jsou hodně deformovatelné a ergonomicky trochu nevychytané, ale je to o zvyku"
0,"Velká nádoba, kovový pohon , nože"
0,Koupě za výhodnou cenu
0,"Jednoduché ovládání, pere spolehlivě"
1,Mohlo by být v mrazničce o jeden šuplík víc
1,Musí se hlídat nabití
1,"Velká a těžká, špatně se stěhuje"
1,"Občas vydává vrzavé zvuky - zřejmě souvisí s tím, že již je jen jeden kompresor pro oba prostory a zvuk asi vydává přepouštěcí ventil, slyšel jsem to u více lidí s novou ledničkou, ve vestavbě je to naštěstí fakt tiché"
1,Strasně krátký napájecí kabel 230v. Mohl by být lepší kartáč na konci hadice
1,"Žádné příslušenství, ale za tu cenu"
1,Nutno používat nízké šálky
0,"Potřebovala jsem ledničku s šířkou 50 cm bez výparníku. tato je asi jediná na trhu. Je tichá, splňuje mé požadavky"
1,"Jedine co me tak trosku vadi je kabel který se omotava kolem a při presunu neustale pada,ale sikovny chlap si poradi :)"
0,"Velký objem bubnu, a dobrý přístup"
0,Tichý motor a výkoný
0,Akorat velka pro 1 - 2 lidi
0,Velikost (umístění do předem daného prostoru v kuchyni)
0,"Poměr výkon cena, dá se sehnat za 1400,- pozor v obchodech i za 2500"
0,Na hodnocení je ještě brzo
0,"Skvělý na rostlinná mléka. Není zas tak hlasitý (oproti mixéru v robotu bosch). Není ani zas tak obří, jak vypadá"
1,"Horší vylívání vody,ale to chce jen cvik"
1,"V nabídce bylo uvedeno, že se jedná o kávovar s termoskou, což není pravda. nádoba, do které káva překapává, je obyčejný plecháček s držadlem. Dále chyběl návod, který by vysvětlil obsluhu přístroje. protože se jedná o programovací zařízení, nezbylo nám než zkoušet systémem pokus - omyl"
0,Kvalitní vysavač pro průmyslové použití i do domácnosti. Dobře vymyšlený přepínač (spínání nářadím / ručně zapnuto) s regulací výkonu na obě strany. Snadné čištění filtru i nádoby
1,Nízký prostor mezi odkapávací mřížkou a výtokovou částí kávovaru - neumožňuje použítí vyšších sklenic
0,Saje několikanásobně lépe než předchozí eta s několikanásobným příkonem
0,Kvalita za přijatelnou cenu
1,"Ne úplně jednoduché prohození dveří. Na to, aby se dal vytáhnout spodní šuplík lednice, je potřeba otevřít dveře o více než 90 stupňů (nevím, jestli to bylo tak i na původním stavu - před prohozením dveří, ale asi ano). Na horní polici je horší dosah"
0,"Jeden z kavovaru, který ma rozmery i na malou kuchyňskou linku, kava výborná"
0,"Vysavač je funkční, má opravdu silný tah.psí chlupy a nečistoty perfektně vysaje. Čistič vyčistil dobře hodně znečištěný koberec"
1,"Maličkost může zkazit celkový dojem. plastová mřížka vnitřního filtru se přichytává pouze malými pětimilimetrovými výstupky, je velmi obtížné nasadit a stále padá. nedodělek výrobce"
1,"Některé programy jsou dlouhé jako týden před výplatou, ale dají se zkrátit"
0,Za málo peněz vynikající
1,"Nenašla jsem chybu, ale stále se s ní ještě 'seznamuji'"
1,"Nesplnil má očekávání, dlouho trvá, než rozmixuje tvrdší zeleninu a výkon slabý, vypíná se.na ovoce dobrý, ale zeleninu jako mrkev a řepu , to fakt nedá"
0,Za málo peněz hooodně muziky
1,"Po delším používání nelze vyčistit nádobu, která vypadá jako neudržovaná. nože se obtížně čistí. Vyšší hlučnost, poměrně drahé náhradní díly"
1,Tlačítka jdou trošku ztuha
1,Velmi nevhodná malá kolečka. Celkově dost velké rozměry. Absence horního madla pro přenášení. byl jsem zvyklý běžně držel electrolux v jedné ruce a hubici v druhé například při luxování prachu na skříních a podobně
0,"Mražák ve spodní části,tichá ,"
0,Dobrá volba pro mojí potřebu
0,Praktická ochrana okolí (guma kolem vysavače)
0,Oceňujem velký šuplík na ovocie a zeleninu
1,Po roce používání ze spodu vytéká voda na kuchyňskou desku. Po měsíci používání poškrábaný nerezový plech na šálky-reklamace
0,Zatím jsme v ní prali asi 8krát a naprostá spokojenost . je velmi tichá a to i při odstřeďování na 1400 otáček
0,Super malý a přitom skvělý výkon
0,"Dvě rychlosti vysávaní, kartáč na koberce. Dokovací stanice, vysavač 2 v 1"
0,Dobře padne do ruky a je lehký
1,"Potřebovali bychom dveře na druhou stranu, ale je jinak tak skvělá, že to předčí tuto nevýhodu :)"
1,"Opravdu velká hlučnost, a to nejen při odstřeďování, kdy zní jako kombinace traktoru a turbíny letadla, ale i při každé otáčce bubnu při praní se motor hlasitě rozbíhá a ničí vám nervy. Doporučuji jen pro opravdu silné povahy, jinak je třeba raději odejít z bytu"
0,"Nízká cena, kvalita, nízká spotřeba, hezký vzhled, prostornost"
1,"Nevysává těžší srobné nečistity, mokrý proces nic moc"
1,"Dotykové ovládání - je třeba používat dětskou pojistku, je hodně citlivé, reaguje třeba u na ručník pohozený na pračku či oděv"
0,"Za tu cenu super produkt. Pračka s bočním plněním s rozměry pračky s plněním horním. ty s plněním horním v podobné cenové kategorii mají plastový dveřní zobáček, tato pračka má kovový (předpokládám tedy, že i dýl vydrží)"
0,Stisknutí jedním knoflíkem a rychlá příprava kávy
0,"Velký vnitřní prostor, tichá, krásná"
0,"Vysavac mam zatim necely tyden, maly, lehky a zatim vysava bez problemu"
1,Musí se velmi pritahovat nádobka propousti tesneni tekutinu
0,"Dlouhodobá spokojenost. první lednice této značky mi sloužila téměř dvacet let bez problémů, proto jsem značku neměnila. jsem spokojená"
0,Různé programy dle typu vysávané plochy
0,Rychlá obsluha. káva je za minutu hotová
1,Hřídelkou občas prosakuje mixovaná tekutina - nedostatečné těsnění
0,Tichý a opravdu výkonný
1,"Jen jedny otáčky. když chcete jen mírně rozkouskovat např. na salát, tak nemáte moc možnost to otáčkami korigovat"
0,"Je super, váhala jsem s jeho pořízením a nyní jede na 100% a jsme velmi spokojeni !"
0,"Rychlá káva, jednoduché ovládaní"
0,"Jednoduchá obsluha, snadná údržba"
0,"Velmi pěkná co do designu, tichá, prostorná, no frost, co dodat super"
1,Škoda že není součástí vyndavací dělící přepážka v šuplíku na ovoce
0,"Sice vydává různé zvuky, ale ve srovnání s jinými této velikosti je tichá"
1,"Je celkem těžký a bylo by dobré, kdyby měl nějaký úchyt kvůli pro lepší přenos"
1,"Nevím o žádném proti, snad jenom by mohla být o 10 cm delší připojovací el. šňůra, ale to se dá individuálně řešit"
0,"Obrovská sací síla, koberce zvládá skvěle. Šikovný a šikovně uskladněný nástavec 3 v 1. Sáčkový vysavač - tj čistá práce. Dosti tichý (relativně samozřejmě). Nízký příkon (ale opravdu stačí)"
0,"Vysavač je vzhledově hezký. Jednoduché skladování,nemusí se rozebírat. Docela snadno se s ním manipuluje"
0,Tichý chod. dostačující prostor
1,Nemám k výrobku připomínky
0,Za tu cenu perfektní
1,"Unvierzalni 3v1 hubice (štětka, úzká hubice, hubice na potahy) je na nic. tři sólo nástroje by byly lepší. nemá automatické navíjení kabelu"
1,"Opravdu má šíři 60 cm, ani o mm míň. takže pozor na futra !!!"
0,"Dobrý výkon, snadná údržba"
1,Volba vnitřní teploty by mohla mít lepší rozptyl
0,Pro každodenní používání podle mého názoru plně dostačující presíčko
1,"Mame kratce, zatim nic, co by vadilo"
0,"Velmi lehký, praktický, hned po ruce"
1,"Přístroj nemá nemu v češtině, a to přesto, že na internetových stránkách je podávána informace, že přístroj má menu v češtině. přístroj nemá český návod !  reklamaci v tomto smyslu téměř nelze vyřídit pro nezájem ze strany prodejce"
0,Pračka pere i ždímá dobře
0,Přesně splňuje mé požadavky. Výhodou jsou dvě nádobky
1,Do přihrádky na lahve se vejdou jen 1.5l pet flašky :(
1,"Velmi dlouhé anebo naopak krátké programy. odložený start je, kdy se pračka spustí a ne kdy bude vypráno"
0,"Motor je chráněn pracím filtrem,nehrozí poškození. Servis a nd v místě"
0,Cenově dostupný.splnil mé očekávání
0,Vůně čerstvě pomleté kávy. Velký zásobník na vodu
0,Osvědčená značka za rozumnou cenu
0,"Jednoduchá obsluha, výborný výsledek, kromě mixování, dokonalého rozmělnění, lze použít pro mletí i sekání"
1,Součásti balení není filtr na vodu
0,"Nízká spotřeba, lineární kompresor, tichý chod"
0,"Je to takový zmenšený model klasické velké lednice. Tichý chod, v noci neruší. Nízké náklady na provoz. Za tu cenu předčila mé očekávání"
1,Nahřívání šálků je naprosto nefunkční. po připravení 4 šálků je deska jen vlažná. bohužel nejde vypnout. Informace o příkonu u téměř všech prodejců je chybná. uvádějí 1450 w. na štítku přístroje je 1350 w. přesto je příkon dostatečný
1,Vadný již při doručení
0,Naléhavá náhrada pokažené chladničky s mrazákem . V momentální situaci nejvýhodnější nabídka přesně podle požadavků na uvedený výrobek
0,"Plně automatický , v českém jazyce, odpovídá dtestu 1 místo"
0,Poměr ceny a kvality. Pěkný design matného a lesklého nerezu
1,"Trochu hlučná, nehodí se pro pokoj +kk"
0,"Výborné koktejly, v ceně 3 láhve. podrtí led i např. kokos"
0,Omyvatelnost filtru a vysavače jako takového. Kvalitní dlouhá přívodní šňůra
0,"Mrazák má vlastní dveře (nemusí se otvírat lednice, aby byl přístup k mrazáku) a je poměrně velký"
1,Dopravu a dodání do bytu jsem musel platit
0,Vyborny jednoduchy pristroj.slusne espresso bohata pena
0,Rychlý a moc dobře vypadá :-*
0,Saje výborně prach třeba z broušení sádrokartonu vysává výborné i vodu
1,Dražší kapsle - ale to jsme věděli
0,"Perfektně vysává, na zemi nezůstává ani žádný prach"
0,Nyní velice výhodná cena
1,Délka kabelu - 5 m. Lehký - při neopatrné manipulaci se převrátí. Nevyhovující hubice (používám hubici z předchůdce). Postrádám regulaci výkonu na hadici
1,"Při vestavbě se spousta věcí musela přizpůsobit, upravit. přitom prostor byl vyroben přesně podle rozměrů lednice"
1,Ještě jsem na žádnou nevýhodu nepřišla
0,"Prima vzhled, prostorná, chladí, mrazí dobře. velmi tichá"
1,Jo  hlučnější než moje stará lednice ale asi je to o zvyku
0,Možnost suché mokré vysávání a tepovani. Při tepovani vysava vodu ze sedaček daleko lépe než tepovac bosch za 20000. sedačky jsou na omak sušší. Jednoduché a rychlé sestavení. Možnost vysavat do papírových sáčků
1,"Nehorázný smrad v celém domě po prvních 2 vysátí, poté jsme vrátili. I když byla nastavena nejnižší sací síla, zvedalo nám to koberce. Neobsahuje kulatou štětinovou hadici a nástavec na čalounění"
1,Trošku menší nádoba na odpad (ale na běžný uklid stačí)
0,Oddělené nádrže na čistou a špinavou vodu
1,Je trošičku slyšet její chod
1,V návodu by mohla být popsána funkce tlačítka turbo - musí být navolena nejvyšší rychlost aby tlačítko spouštělo funkci
1,"Oproti předchozí pračce kratší obě hadice, musel jsem nadstavovat. Málo jasný návod. např. když člověk zvolí úsporu času, neví, co vše to pro praní znamená (zkrátí se na úkor spotřeby, intenzity praní nebo čeho?). taky by mohly být programy více popsány, jako např jestli program má šetrné ždímání apod. Po zapnutí už nelze měnit nastavení, ani otáčky. Tlačítko zapnutí/vypnutí špatně reaguje. Chybí mi dedikované programy např na boty, sportovní oblečení apod"
1,Nemožnost výškového uspořádání poliček v chladničce
0,"Rychle a pohodlne vysavani drevenych podlah. Na to ze ma jen 900w, saje vic nez stary 1500w"
1,Bohužem černé gusto má červenou šňůru!
0,Sací výkon je velmi dobrý
0,Při malé hloubce pobere slušné množství prádla
1,Výfuky vzduchu při natočení hlavice způsobují víření prachu. Malý zásobník na nečistoty se brzy zaplní
1,"I přes veskrze pozitivní recenze je lednička občas neuvěřitelně hlučná, navíc v ní občas něco práskne (zvuk jako kdyby v ní něco spadlo). Na bocích zvenku se docela dost zahřívá. Nepřišlo by mi, že fresh zone funguje o moc lépe než zbytek ledničky"
1,"Ocenila bych těsnění kolem víka nádoby na kávu a více tlačítek, které by zjednodušily obsluhu, ale s těmito nevýhodami jsem produkt vědomě kupovala. jinak bych si musela připlatit pár tisíc"
0,Určitě i velice úsporná
0,Velmi tichá. dobré uspořádání prostoru. možnost využití big boxu v mražkáku. mám ji cca 10 dní. zatím jsem spokojená
0,Mokre i suche vysavani
1,Velká spotřeba mléka a kávy :-)
1,Výdrž baterie by mohla být větší
0,"Vybrala jsem si ho hlavně kvůli skupině a na koberce, které můj starý vysavač dobře nezvladala a jsem spokojena. Výhoda nádoba na prach místo klasických sáčku a vydrží několik vysávání"
0,Pračka dobře pere i ždímá a max. spokojenost s možností nastavení času praní u programů
0,"Je fakt perfektní, multifunkční,. Spoustu let ho mají mí příbuní a známí a jsou velmi spokojeni"
1,Postrádám ultra krátký program - 15 minut (např. na pár halenek po krátkém nošení bez zašpinění)
1,Plastové trubice náchylné na zlomenie
0,"Jednoduché ovládání , nastavení všech parametrů také není složité a provedení v bílé barvě vypadá velmi dobře"
1,Nelze sehnat cyklónový odlučovač pilin se shodným připojením hadice!!!
0,"Velký sací výkon 400w, nízká hlučnost jen 70 db,. High efficiency motor (nová generace motoru s vysokou účinností) typu eco energy line 1500w (odpovídá 2000w, tedy má o 25% nižší spotřebu při stejném sacím výkonu),. Bohaté příslušenství, např. turbohubice + speciální mini-turbohubice na dokonalé vysátí zvířecí srsti z čalounění v ceně 799,- kč zdarma a hlavně bezsáčkový vysavač s filtry hepa a omyvatelnou nádobou na prach"
0,Akorát chladnička na pracoviště
1,Dlouhé prací programy - některé až 3hodinové. Při odstřeďování občas poskočí - je nutné pračku po praní zase srovnat do původní polohy (stává se jen u vyšších otáček). Zásobník na prášek je menší - obtížněji se doplňuje práškem
1,"Hubice na koberce je přílíš velká a neforemná. Malá hubice má ostré hrany, zachytává za potah matrací"
0,Vyborne pere i na 30stupnu 30minut
1,"Trošku hlučnější, 95db, ale těch pár sekund se to dá přežít :). Je větší, než jsem předpokládala, ale za tu kvalitu to stojí"
1,Použité kapsle jako netříditelný odpad
0,Dobře a tiše pere.spokojenost
1,Hlučné ždímání a odstředění
1,Cena oproti automatickým pračkám je vyšší. Je nutná přítomnost osoby při prací
1,Při čištění rohů sedačky byla postříkána i zem. Chce to cvik jak trubici natočit aby voda nestříkala mimo požadovaný prostor
1,Občas by bylo potřeba výkon snížit :)
1,"Kolečka trochu dřou o vysavač, možná jen u mého kusu, ale na to jak je ostatní propracované mi nepřijdou nic moc, ale zatím jezdí dobře. Mini turbokartáč nemá ohebnou hubici, hůře se s ním pracuje (používám na sedačku). Nevysává sám, je nutno 'přiložit ruku k dílu' :) a na plný výkon na koberci je to docela makačka  - což je vlastně výhoda, je to tím, jak dobře saje a ještě ušetřím za posilovnu :d"
0,Je pro operativní použití
0,"Velmi tichá, přehledná a skladná"
1,"Čekali jsme, že bude ještě o něco tišší. otázka je, jestli je to technicky ještě vůbec možné. hledali jsme něco opravdu hodně tichého, protože kávovar je umístěn nesťastně v kanceláři, kde je potřeba klid na práci"
1,Popisky programů kolem ovládacího kolečka jsou v aj což starším ročníkům dělá problémy. Kovové víko od bubnu při otevírání prudce vystřelí do stran
1,Velikost a váha při stěhování (88 kg)
1,"Není místo pro lahve, otvírání dveří"
1,Ocenila bych český návod a možnosti dokoupení dalších přístlušenství - to chybí
0,"Velmi kvalitní vysavač, který má jednu dost podstatnou vadu. ta spočívá v čerpadle, které po delší době nefunguje"
1,"Slabší návod k obsluze, ale díky jednoduchosti přístroje se s tím dá žít"
1,Přístroji bych vytknul jedinou věc a to je slévání obsahu do sklenic nebo konvic s menším hrdlem-beru to ale jako následek  nepropustného držení výka
0,"Výborná káva, chytrý displej, který ve všem poradí, koupeno dle recenzí a naprostá spokojenost"
1,Spotřeba + hlučnost by mohla být lepší. v této cenové kategorii ale ok
1,Umístění mrazničky nad lednicí
0,"Kvalitní provedení, nulová hlasitost"
1,"Vůbec by mi nevadilo, kdyby byl o něco menší"
0,"Integrovaný kartáč 3v1 ,silný tah"
1,"Malý držák na vysavači pro hadici, překlápí se"
1,"Zatím se mi nedaří dobře napěnit mléko, ale to nebude v přístroji, ale v mojí (ne)šikovnosti"
1,"Nemá regulaci výkonu, což by se při vysokém sacím výkonu hodilo. přisávání vzduchu na hadici to sice řeší, ale nepříjemně to syčí. možná plastové trubky s tlustou stěnou. po sestavení vzniká na spoji zub, kde se občas zachytí nějaké třísky apod"
1,Trošku hlučnější proti předchůdci od whirlpool. Údajný povrch inoxlookotisky prstů jsou znatelné
0,Ovládání sacího vykonu na madle (manuální)
0,Cena a jednoduchost ovládání
1,"Hladina vody v zasobniku neni videt, dokud neklesne k minimu. Pracnejsi odstranovani kavy ze sitka (nejde vyklepnout)"
1,Nebyl vyplněn záruční list
0,Velmi dobré uspořádání polic a šuplíků
0,"Přehledné a jednoduché ovládání, moderní design,. Pohodlná obsluha přístroje co se týče doplnění zásobníku vody, zásobníku kávy, zrnkové i mleté, čištění přístroje-zásobník na sedlinu, zásuvka na odkapanou vodu, tichý chod přístroje, automatické vypnutí, možnost volby nastavení množství vody, dávkování kávy, velikost šálku"
1,Hlučný při použití tyčového nástavce. Tyčový nástavec zcela nerozmixuje
0,"Velká nádoba na horké i studené, rychlost"
1,"Vyšší cena,odpovídá však kvalitě"
1,Zatím jsem na nic nepřišel
1,"Má velké výhody, viz výše"
1,"Na prach je to super, u těžších věcí už to musíte trochu přemlouvat. Je to stále vysavač na baterky, to nikdy nebude mít výkon jako klasický"
0,Vydrží vysávat dlouho (cca. 20 min)
1,Šálek je třeba držet
1,Zatím jsem na produktu žádné chyby nenašel
0,Nezabere moc místa :-)
1,Chybí mi automatické navíjení el. šňůry  :-)
1,Trošku hlučnější mletí. (ale dá se to přežít :-))
1,"Možná opatrnější zacházení s cyklonovou jednotkou a filtrem, kdy by mohlo dojít k poškození plastů, které budí dojem větší choulostivosti"
0,"Dobrá volba, splnil očekávání (rychlá příprava espressa, malý, skladný, snadná údržba, možnost zabudování vodního filtru)"
1,"Koupila jsem celkově tři tyto mixéry, první se po pár měsících používání spálil, koupila jsem druhý, ten funguje jak hodinky, třetí teď vracím ihned po obdržení z rozbaleno.cz, nefunguje mu jedna rychlost"
1,"Nevýhodou jsou otisky prstů na nerezu,to jsem nečekala"
1,"Možná jen, že nemá keramický mlýnek na hodně tvrdou kávu"
0,Výkonný vysavač s bohatým příslušenstvím
0,Skvělě se drží (pogumovaná rukojet)
1,"Jen přistup k filtru pračky se mi zdá trošku primitivní.páčit ve 3 bodech přístupový panel , kdy by stačila dvířka v bodě filtru.doufám, že úchyty při manipulaci nevytrhnu"
1,"Větší hmotnost vzhledem k použitému materiálu, dříve jsem měla umělohmotný a ten byl lehčí, ale zase nebyl tak výkonný"
0,Káva je velmi dobrá. Dobře pění mléko  takže je výborné cappuccino
0,Mám krátkou dobu.nelze zatím hodnotit
0,"Vše v pořádku,kvalitní výrobek za dobrou cenu"
0,"Tichý chod, dlouhá šňura, malý a dobře ovaldatelný"
1,"Nesmí se přehřát, proto se mixuje s přestávkou cca 20 minut. Mixér je trochu hlučný, tak bych jej doporučil tomu kdo by chtěl levnější mixér, ale trochu hluku mu nevadí"
1,Je lehký a občas ztrácí stabilitu
1,Vysoká nádoba se špatně čistí
1,"Občas trochu rezonují některé díly - ale nic strašného. Vadí mi odkapávací miska - zbytecně velký kus chromovaného kovu, ktery se pak musi čistit. Nevejdou se hrníčky vetší než cca 6 až 7 cm. Vlivem tepla se rosí nádobka s vodou"
1,Pára na víku se při otevření vylije mimo přístroj. V návodu se nic o přípravě čaje nepíše. Špatně se udržuje (čistí)
1,"Nemá takový sací výkon jako klasický vysavač, zvládne jen lokální úklid 'sem tam drobek'. pořád nevím, jestli je to lepší než klasická lopatka a smetáček"
0,"Překvapivě lehoučký vysavač, skvěle vysává"
0,"Velmi praktický, má mnoho funkcí, nahradí v malém velké roboty, vymyšlený do posledního detailu"
1,"Hadice mohly být lepší,ale jinak vyhovuje"
0,"Jednoducha obsluha, uspora el. energie"
1,"Sklápěcí polička, která neunese nic těžšího. pokud chci dát do lednice něco většího, než ji složit, je jednodušší ji vyndat. Krátká napájecí šňůra - vychází ze svrchní strany ledničky a nedosáhne do běžné zásuvky při zemi, je potřeba prodlužovačka"
0,"Plně vybavená side-by-side, dveře skutečně z antikorového plechu ne barva jako u asiatů"
0,Výhodou samostatný mrazák nahoře
1,"Regulace výkonu je pro mě novinkou, musím se s ním ještě naučit pracovat"
0,"Krásný přístroj, velmi chutná káva"
1,"Změna směru otevírání dveří je neuvěřitelně složitý a záludný úkol. v návodu má výrobce jen obecný popis, na určité detaily si člověk musí přijít sám metodou pokus - omyl. Starší model = vyšší spotřeba"
0,"Tichý chod, oproti minulému mixéru snadné nasazení mixovacího nástavce, nádoba na mixování bylinek-super, snadné mytí"
1,"Pro mě má jednu velkou nevýhodu v tom, že vypínač nemá polohu 0 - 1, a tak po celou dobu vysávání se musí vypínač držet prstem, což při delším vysávání je značně nepraktické"
1,"Nerozmixuje např. celou mrkev, musí se nakrájet na menší kousky a přidat trochu tekutiny"
0,"Velmi tichá, výborně pere i při nízkých teplotách, prádlo ze sušičky je opravdu suché a nezmačkané. jednoduché nastavení programů"
1,"Občas vydává tajemné zvuky (jako by se omylem dovnitř zavřelo nějaké domácí zvíře,případně zvuk tekoucí vody). nejsou hlasité,ale zvláštní.dlouho trvalo,než se zjistilo, že pochází z ledničky"
1,"Mensi zasobnik vody, ale dan za velikost pristroje :-)"
0,Spokojenost nad původní očekávání. nebál bych se komukoli doporučit
0,"Značkový výrobek za přijatelnou cenu s dobrými technickými parametry-výkon motoru a nerezová mixovací noha,universální příslušenství"
1,Skutečně - přívodní šňůra není moc dlouhá
0,"Je malý,nezabere místo na lince"
1,Musí se častěji vysypat
0,Konečne mixér na halušky
1,"Nevýhoda v používaní malých šálků. Větší hrníčky lze použít po vyjmutí nádobky z prostoru pro odkládání šálků. Velké vibrace  šálky se posunují mimo podávací prostor. Oproti modelu ec 155 trochu odlišné ovládání. síťový vypínač umístěn zvlášť mimo přepínač funkcí. nevidím v tom žádnou výhodu, spíš naopak. Odstraňování kávy ze sítka podle návodu je nereálné a nefunguje. lžičkou lze odstranit  jednoduše"
0,"Pěkný design a je malý,nezabere místo na kuchyňské lince"
1,"Jediný zápor bych viděla v tom, že k němu není nějaký podstavec, či něco, aby mohl být na lince stále při ruce, jako byl náš starý"
0,Dobrý poměr cena a výkonnost
1,"Špatně se vyrovnává,nožičky se špatně štelují. Nerez nemá protidotekovou úpravu. Hlučný ventilátor v lednici. Při chlazení dost hlučná"
1,U tohoto modelu nejde zaměnit otvírání dveří
0,Kombinovaná pračka se sušičkou - úspora místa
1,Trochu těžší než jsem očekávala
1,Praskavý hluk viz dále
0,Praktický a efektní kávovar. Koupila jsem ho jako svatební dar. Vaří výborné druhy kávy
0,Nerezový ponorný nástevec se 4 břity. Vysoká nádobka se silikonovou pokličkou
1,Nic v tuto chvíli mě nenapadá
1,"Je možné upravovat teplotu a otáčky, ale ne u všech programů"
0,"Přehledné ovládání, pěkný design"
0,Mám již jeden 2 roky a jsem s ním naprosto spokojen. druhý je dárek
0,"Kvalita produktu z čehož vyplývá i kvalita kávy, ovšem za předpokladu použití kvalitní kávy. Dobrý povrch snadno čistitelný. Nádobka na mléko s čistící funkcí trysky"
0,Mám doma kočku a tento vysavač kvalitně zbaví koberce chlupů
1,Manuál je nepŕehledný. mohl by být podrobnější
1,Tyčový nástavec občas nepříjemně píská
0,Cena ( v akci !! )
1,"Paměť pouze na dvě velikosti kávy, na hrnek 250ml se mi nedaří nastavit"
0,"Velká kolečka, svůj kabel přejede jak nic"
0,"Perfektní záležitost, rychlé, snadné ani nemrazim,objem je akorát na dvě porce. Rozhodně se mixér vyplatí, když vidím ceny skleniček"
1,"Zatím nemám, uvidíme po vánocích, až ho manželka vyzkouší"
0,"Díky své velikosti je vhodný do i do menších bytů. Po prvním nastavení jednoduché ovládání. Poměr kvalita x cena. Použití jak na mletou kávu, tak na kapsle"
0,"Vyborne vysava proste odskousena kvalita, vyborne trubky nejsou plastove tak vydrži mnohem dele"
1,"Neohřívá kávu kdykoli, jak bylo u produktu napsáno. Ohřívá pouze 1/2 hodiny po uvaření kávy. Sám se vypíná displej, takže na něm nesvítí během dne ani hodiny. Velmi stručný návod na obsluhu"
