	text	predicted_label	confidence	actual_label
1333	Dělá k čemu byla stvořena :-).	1	0.992	0
1334	Nevím co bych mu vytkla.	1	0.991	0
1335	Vysavač je poměrně velký a těžký.	0	0.999	1
1336	Extra větší káva) - všechny tyto kávy jsou poměrně malé.	0	0.543	1
1337	Není možné oddělit pouze rukou.	0	0.994	1
1338	Ale neluxujete v noci:-).	0	0.980	1
1339	Opravdu účinná filtrace - máme doma alergika.	1	0.997	0
1340	Paka lze velmi spatne nasadit i bez kavy (casem se snad omaka).	0	0.995	1
1341	Tedy ne moc chlupatými koberci.	1	0.788	0
1342	Absence madla venku (nezabere tak tolik prostoru).	1	0.932	0
1343	Ale musíte si vybrat tu svou.	1	0.994	0
1344	Po zakoupení smrděly plesnivinou/hnilobou.	0	0.984	1
1345	Protože se do určité série těchto lednic montovala jakási nekvalitní součástka.	1	0.997	0
1346	Tak zvýšená spotřeba kávy a mléka.	0	0.992	1
1347	Police z tvrzeného bezpečnostního skla.	1	0.930	0
1348	S výměnou nebo vrácením peněz neměli problém a dopravu po poslání lístku s cenou dopravy  prý vrátí i cenu dopravy tak uvidím.	0	0.631	1
1349	Jen vypláchnutí mixovací nádoby.	1	0.979	0
1350	Predchozi gorenje se seklo o pul hodiny i vice.	1	0.996	0
1351	Příprava nápojů stiskem jednoho tlačítka.	1	0.556	0
1352	Pro mne dost podstatné.	1	0.965	0
1353	Tak se tam dát celý plech jak z buchtou tak s ptákem.	1	0.993	0
1354	Menší nabídka pracích programů.	0	0.992	1
1355	Keramický - lépe drží při extrakci teplo.	1	0.992	0
1356	Vyšší cena v porovnání s nejlevnějšími modely.	0	0.954	1
1357	Chápu u červeného provedení.	0	0.985	1
1358	Tak hučí stále a více než obyčejná lednice.	0	0.996	1
1359	Při některých fázích praní (odstřeďování apod.	1	0.973	0
1360	Jelikož se zastaví i trysky.	0	0.996	1
1361	Kde jsou domácí mazlíčci.	1	0.992	0
1362	Ale tento je o několik tříd vyšší liga.	1	0.978	0
1363	Kupte to a nebudete chodit do řeznictví.	1	0.595	0
1364	Jejich dostupnosti a kvalitách servisu.	0	0.996	1
1365	Že není mléko v jednom :(.	0	0.985	1
1366	Postrádám měření teploty uvnitř.	0	0.993	1
1367	Stále jsme nadšení naší domácí kavárnou.	0	0.996	1
1368	Je nejméně problémový typ.	1	0.994	0
1369	Objem a malá šířka produktu.	1	0.997	0
1370	Ale ty jsem vracela pro problémovou práci.	1	0.993	0
1371	Případně vysátí obsahu pomocí velkého vysavače.	1	0.892	0
1372	Vyprání a opětovné použití.	0	0.999	1
1373	Vidte jak dlouho bude program trvat.	1	0.980	0
1374	Navic se i hur cisti.	0	0.999	1
1375	I pres mensi velikost je vysavac celkem tezky.	0	0.993	1
1376	Takže krásně vidíte dovnitř co tam máte.	1	0.996	0
1377	Bohužel v češtině jsem toho moc nenašla.	1	0.996	0
1378	Holt se někdy stane.	0	0.977	1
1379	Eco bubble zatím nevyzkoušeno.	1	0.865	0
1380	Lahve se velmi snadno otevřou v batohu.	0	0.992	1
1381	Výhodou jsou dvě nádobky.	1	0.981	0
1382	Budu řešit s obchodem.	0	0.948	1
1383	Mám nový kus a funguje skvěle.	0	0.999	1
1384	Když je ale nádobka prázdná.	1	0.978	0
1385	Máme psa a pouští chlupy.	1	0.937	0
1386	Lednici mam mezi dalším kuchynskym nábytkem).	0	0.995	1
1387	Za svoje peníze dostanete odpovídající výrobek.	1	0.991	0
1388	Ale za kvalitu se platí.	1	0.992	0
1389	Jeho poslušnost působí dojmem dolarové hračky.	0	0.928	1
1390	Zatím jsem použila párkrát.	1	0.972	0
